rank,trial,value,dataset.batch_size,model.activation,model.dropout,optim.grad_clip,optim.lr,optim.patience,optim.use_scheduler,optim.weight_decay,duration_s
33,164,0.923077,16,gelu,0.651328,2.40023,0.000162113,45,True,7.10811e-06,52.2
34,171,0.923077,16,gelu,0.680036,0.446193,0.000364849,35,True,3.55747e-05,52.8
35,173,0.923077,16,gelu,0.697047,0.259769,0.000510502,30,True,2.47839e-05,48.6
36,174,0.923077,16,gelu,0.650271,0.653016,0.000733277,35,True,7.16915e-05,53.6
37,182,0.923077,16,gelu,0.686261,0.681679,0.000214291,35,True,8.54672e-05,52.0
38,183,0.923077,16,gelu,0.65082,0.199447,0.00040688,65,True,3.0408e-05,52.6
39,191,0.923077,16,gelu,0.655289,1.08353,0.000302901,35,True,2.5659e-05,51.4
40,192,0.923077,16,gelu,0.678307,0.996277,0.000227615,35,True,6.01016e-06,51.8
41,193,0.923077,16,gelu,0.646817,1.3633,0.000201145,40,True,5.64814e-06,55.3
42,22,0.910256,16,gelu,0.620077,5.54341,0.000336959,20,False,0.00024228,37.5
43,37,0.910256,16,relu,0.588119,1.18381,0.00112457,50,True,0.000268491,52.7
44,38,0.910256,16,gelu,0.668978,2.27951,0.000486958,45,True,4.85162e-05,47.6
45,49,0.910256,32,gelu,0.435667,3.07347,0.00476523,50,True,1.63831e-05,43.7
46,50,0.910256,16,relu,0.387816,4.19545,0.000861708,75,True,0.000124819,52.6
47,51,0.910256,16,gelu,0.698152,5.23815,0.00113821,45,True,0.000345318,52.2
48,52,0.910256,16,gelu,0.474147,0.747908,0.000183469,55,True,0.000986127,55.8
49,54,0.910256,16,gelu,0.593052,1.74668,0.00242038,65,True,0.000566958,52.9
50,55,0.910256,16,gelu,0.550836,2.15245,0.0037797,80,True,0.000120464,52.0
51,58,0.910256,32,gelu,0.352791,1.5749,6.88933e-05,70,True,0.000304627,44.6
52,66,0.910256,16,gelu,0.564367,3.89742,0.000991868,75,False,0.0003816,53.1
53,69,0.910256,16,relu,0.512406,5.91592,0.00133424,45,False,1.49666e-05,53.1
54,74,0.910256,16,gelu,0.540557,3.76476,0.000304754,65,False,0.000758335,53.2
55,78,0.910256,32,gelu,0.684278,0.783727,0.000747717,90,True,9.26615e-05,43.2
56,88,0.910256,16,gelu,0.590549,6.9117,0.000365428,50,True,0.00036195,53.4
57,90,0.910256,32,gelu,0.6499,3.3786,0.000566449,30,True,0.000975439,38.0
58,99,0.910256,16,gelu,0.630824,2.66488,0.00149231,35,True,0.000197831,50.3
59,112,0.910256,16,gelu,0.677682,2.95039,0.000165295,40,True,3.23169e-05,52.6
60,115,0.910256,16,gelu,0.634418,1.97122,0.000256057,45,True,4.46108e-05,52.5
61,120,0.910256,16,gelu,0.64778,3.29146,0.000144728,45,True,1.89627e-05,52.9
62,121,0.910256,16,gelu,0.685416,3.05975,0.000313475,40,True,4.10607e-06,51.9
63,123,0.910256,16,gelu,0.699998,2.89131,0.000181734,45,True,8.35408e-06,53.4
64,129,0.910256,16,gelu,0.621383,1.76126,0.000689994,40,True,1.24015e-05,45.8
65,142,0.910256,16,gelu,0.645513,1.92344,0.000138247,45,True,1.97621e-05,51.6
66,145,0.910256,16,gelu,0.674516,2.69535,0.0029897,35,True,3.84758e-05,52.4
67,151,0.910256,16,gelu,0.643869,2.2637,0.000177913,45,True,1.50037e-05,52.8
68,154,0.910256,16,gelu,0.684322,2.16439,0.00152715,40,True,5.80265e-05,52.7
69,155,0.910256,16,gelu,0.657126,2.61283,0.00230775,45,True,1.62009e-05,52.8
