head,source,seed,val_acc,val_loss,test_acc,test_auc,test_f1
cnn_small,rff_180,5,0.9358974099159241,0.27734053134918213,0.8525641025641025,0.8886800334168755,0.8050741565708698
cnn_small,rff_180,6,0.9358974099159241,0.24943053722381592,0.8653846153846154,0.9120718462823726,0.8220242299125333
cnn_small,rff_180,7,0.9102563858032227,0.2776089310646057,0.8397435897435898,0.8926482873851295,0.7805907172995781
cnn_small,rff_180,8,0.8974359035491943,0.25246891379356384,0.8589743589743589,0.8663324979114453,0.8086529884032114
cnn_small,rff_180,9,0.8333333134651184,0.3275596797466278,0.8461538461538461,0.9005847953216374,0.7833333333333333
cnn_large,rff_180,0,0.9102563858032227,0.2800426483154297,0.8782051282051282,0.9133249791144528,0.8440574525174935
cnn_large,rff_180,1,0.8974359035491943,0.27143511176109314,0.8717948717948718,0.9158312447786131,0.8370927318295739
cnn_large,rff_180,2,0.9358974099159241,0.2857988178730011,0.8653846153846154,0.9039264828738514,0.8276424475193349
cnn_large,rff_180,3,0.8846153616905212,0.3093523681163788,0.8525641025641025,0.89578111946533,0.7860082304526749
cnn_large,rff_180,4,0.9230769276618958,0.2973659336566925,0.8974358974358975,0.9175020885547202,0.8632478632478633
cnn_large,rff_180,5,0.9102563858032227,0.2722163200378418,0.8525641025641025,0.8893065998329157,0.8017131804365847
cnn_large,rff_180,6,0.9358974099159241,0.27523982524871826,0.8589743589743589,0.9035087719298245,0.8180275715800636
cnn_large,rff_180,7,0.9358974099159241,0.25845614075660706,0.8653846153846154,0.9016290726817041,0.8220242299125333
cnn_large,rff_180,8,0.9230769276618958,0.23417605459690094,0.8782051282051282,0.9112364243943191,0.8389743032541968
cnn_large,rff_180,9,0.9230769276618958,0.2597424387931824,0.8782051282051282,0.9108187134502924,0.836197844708483
